"referenceid";"username";"form_version";"doi";"article";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"das";"open_data_statements";"cas";"open_code_statements";"reference_to_data";"comment_1_reference";"comments_vladi";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"comment_identifier";"repository";"data_access";"comment_5_data_access";"restricted_authorship";"comment_restricted_authorship";"year_of_data_publication";"open_text_1";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_generic_format";"multi_select_subject_specific_format";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"multi_select_genetic_sequences"
304;NA;"Openness 2024";"10.1177/20584601231213740";"10.1177+20584601231213740.txt";TRUE;"general-purpose repository";FALSE;FALSE;"<section> data availability statement <section> the collected and analyzed dataset is openly available at: https:// <section> ?gshare.com/s/b75bd403805b9ec0e9b0 [non-permanent anonymized link until publication].";"<section> the collected and analyzed dataset is openly available at: https:// <section> ?gshare.com/s/b75bd403805b9ec0e9b0 [non-permanent anonymized link until publication].";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"no";"https://figshare.com/s/b75bd403805b9ec0e9b0";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"shared privately, not public";"NULL";"NULL";NA
320;NA;"Openness 2024";"10.1186/s12916-023-02977-6";"10.1186+s12916-023-02977-6.txt";TRUE;"general-purpose repository";FALSE;FALSE;"<section> availability of data and materials all raw data collected as part of the review are deposited in the open science framework (osf) [20].";"<section> availability of data and materials all raw data collected as part of the review are deposited in the open science framework (osf) [20].    all data items and detailed descriptions can be found in additional file 1";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"a real data citation, too!";"yes";"NULL";"yes";"NULL";"doi.org/10.17605/OSF.IO/W3B4Y";"NULL";"Open Science Framework (OSF)";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"open_data";"data underlying a systematic review; detailed extracted data are shared, so as long as systematic reviews can have raw data at all, this is open data";"NULL";"NULL";NA
502;NA;"Openness 2024";"10.1016/j.neo.2023.100934";"10.1016+j.neo.2023.100934.txt";FALSE;"re-use";TRUE;TRUE;"NULL";"<section> silico analyses of ido1 mrna expression levels from publicly available data sets.;     <section> rsem-normalized gene expression data of the hgsoc cohort [2122] of the cancer genome atlas (tcga) was downloaded from cbioportal (https://www.cbioportal.org/ accessed on nov 5 2022).";"NULL";"the code used for tcga bulk gene expression analysis is available from: https://github.com/bischofp/hgsoc_ido1.";"yes";"NULL";"NULL";"no_statement_no_data";"NULL";"yes";"NULL";"yes";"NULL";"https://www.cbioportal.org/datasets";"there are no identifiers, but in the article it is indicated that it was the HGSOC (High-Grade Serous Ovarian Cancer) cohort of TCGA";"cBioPortal";"yes";"it is possible to download some zipped data, but I am not 100% certain this is all of the data - a subset might still be restricted";"NULL";"NULL";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
502;NA;"Openness 2024";"10.1016/j.neo.2023.100934";"10.1016+j.neo.2023.100934.txt";FALSE;"re-use";TRUE;TRUE;"NULL";"<section> silico analyses of ido1 mrna expression levels from publicly available data sets.;     <section> rsem-normalized gene expression data of the hgsoc cohort [2122] of the cancer genome atlas (tcga) was downloaded from cbioportal (https://www.cbioportal.org/ accessed on nov 5 2022).";"NULL";"the code used for tcga bulk gene expression analysis is available from: https://github.com/bischofp/hgsoc_ido1.";"yes";"NULL";"GSE accession codes not picked up by ODDPub";"no_statement_no_data";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14764";"one of many reused GEO datasets";"NCBI Gene Expression Omnibus (GEO)";"yes";"NULL";"NULL";"NULL";"2009";"NULL";"no";"NULL";"NULL";"own_open_data";"it is framed as reuse and I started from this assumption, but C. Denkert is one of the contributors and also amongst the authors";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";".cel";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";NA
502;NA;"Openness 2024";"10.1016/j.neo.2023.100934";"10.1016+j.neo.2023.100934.txt";FALSE;"re-use";TRUE;TRUE;"NULL";"<section> silico analyses of ido1 mrna expression levels from publicly available data sets.;     <section> rsem-normalized gene expression data of the hgsoc cohort [2122] of the cancer genome atlas (tcga) was downloaded from cbioportal (https://www.cbioportal.org/ accessed on nov 5 2022).";"NULL";"the code used for tcga bulk gene expression analysis is available from: https://github.com/bischofp/hgsoc_ido1.";"no";"Reuse from https://cccc.charite.de/ but not clear what";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";NA
502;NA;"Openness 2024";"10.1016/j.neo.2023.100934";"10.1016+j.neo.2023.100934.txt";FALSE;"re-use";TRUE;TRUE;"NULL";"<section> silico analyses of ido1 mrna expression levels from publicly available data sets.;     <section> rsem-normalized gene expression data of the hgsoc cohort [2122] of the cancer genome atlas (tcga) was downloaded from cbioportal (https://www.cbioportal.org/ accessed on nov 5 2022).";"NULL";"the code used for tcga bulk gene expression analysis is available from: https://github.com/bischofp/hgsoc_ido1.";"yes";"NULL";"NULL";"no_statement_no_data";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi";"NULL";"NCBI Gene Expression Omnibus (GEO)";"yes";"NULL";"NULL";"NULL";"2009";"NULL";"no";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
582;NA;"Openness 2024";"10.1136/rmdopen-2022-002735";"10.1136+rmdopen-2022-002735.txt";FALSE;"upon request, re-use";TRUE;FALSE;"<section> data availability statement data are available upon reasonable request. abbvie is committed to responsible data sharing regarding the clinical trials we sponsor. this includes access to anonymized individual and trial-­level data (analysis data sets) as well as other information (eg protocols clinical study reports or analysis plans) as long as the trials are not part of an ongoing or planned regulatory submission. this includes requests for clinical trial data for unlicensed products and indications.these clinical trial data can be requested by any qualified researchers who engage in rigorous independent scientific research and will be provided following review and approval of a research proposal statistical analysis plan (sap) and execution of a data sharing agreement (dsa). data requests can be submitted at any time after approval in the us and europe and after acceptance of this manuscript for publication. the data will be accessible for 12 months with possible extensions considered. for more information on the process or to submit a request visit the following link: https://www.abbvieclinicaltrials.com/hcp/data- sharing/.html.";"rmd open ra psa as and ad as of 30 june 2021 were analysed; 2023;9:e002735. doi:10.1136/ some ra and psa studies included adalimumab and rmdopen-2022-002735 methotrexate as active comparators.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"unsure";"NULL";"restricted_repo";"NULL";"https://www.abbvieclinicaltrials.com/hcp/data-sharing/";"NULL";"NULL";"pharma_data";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no metadata, no dataset landing page - just a general information on how to apply for dataset access";"NULL";NA
779;NA;"Openness 2024";"10.3390/cancers15184436";"10.3390+cancers15184436.txt";FALSE;"unknown url";FALSE;FALSE;"<section> data availability statement: novartis is committed to sharing with qualified external researchers access to trial and patient-level data and supporting clinical documents from eligible studies. the acknowledgments: data management operations and study management were conducted by gkm gesellschaft für therapieforschung (munich germany); the clinical study report was edited by michael obermeier and christoph engler (munich germany). medical writing was provided by markus hartmann from ecc-oncology (trier germany) funded by novartis pharma gmbh (nürnberg germany) in compliance with applicable guidelines (good publication practice guidelines (gpp3)). the authors also thank olaf thüringen who was initially involved in protocol writing and project management. christopher lang julia kleylein-sohn and kerstin vogel (all: novartis) also contributed to successfully set-up and compile the study. novartis did not influence the content of the manuscript nor did the authors receive financial compensation for authoring this manuscript.";"<section> supplementary materials: the following supporting information can be downloaded at https://www. mdpi.com/article/10.3390/cancers15184436/s1 as part of the ‘supplementary materials’ document.";"NULL";"NULL";"n_a";"NULL";"false positive - should not have been detected with reference to supplements";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false positive";"NULL";NA
907;NA;"Openness 2024";"10.1212/wnl.0000000000207219";"10.1212+wnl.0000000000207219.txt";TRUE;"field-specific repository, upon request";FALSE;TRUE;"<section> data availability the brain age model can be freely accessed from: https://www.photon- ai.com/enigma_brainage and code for extracting freesurfer features of interest and formatting them for brain age analyses can be from: https://github.com/npnl/enigmawrapper-scripts. the cst region of interest atlas 31 can be freely accessed from: http://lrnlab.org/. our t1w mri data and accompanying lesion masks are publicly available here: 29 http://fcon_1000.projects.nitrc.org/indi/retro/atlas.html. additional summary data and code from this study are available upon reasonable request from the corresponding author (see emethods in the supplement).";"NULL";"NULL";"additional summary data and code from this study are available upon reasonable request from the corresponding author (see emethods in the supplement).";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"restricted_repo";"the platform is really not a great way of data sharing - not just no accession codes, but also little other metadata and the connection is even shown in firefox as &quot;not secure&quot;; but it does not violate any criteria for restructed-access datasets";"http://fcon_1000.projects.nitrc.org/indi/retro/atlas.html";"NULL";"NULL";"restricted";"NULL";"own_restricted";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"restricted-access dataset; the access is structured enough to comply with our criteria; the deposit location is not great, but was accepted in a data article https://www.nature.com/articles/s41597-022-01401-7#Sec9; further depositirs are models and code, not data";"NULL";NA
907;NA;"Openness 2024";"10.1212/wnl.0000000000207219";"10.1212+wnl.0000000000207219.txt";TRUE;"field-specific repository, upon request";FALSE;TRUE;"<section> data availability the brain age model can be freely accessed from: https://www.photon- ai.com/enigma_brainage and code for extracting freesurfer features of interest and formatting them for brain age analyses can be from: https://github.com/npnl/enigmawrapper-scripts. the cst region of interest atlas 31 can be freely accessed from: http://lrnlab.org/. our t1w mri data and accompanying lesion masks are publicly available here: 29 http://fcon_1000.projects.nitrc.org/indi/retro/atlas.html. additional summary data and code from this study are available upon reasonable request from the corresponding author (see emethods in the supplement).";"NULL";"NULL";"additional summary data and code from this study are available upon reasonable request from the corresponding author (see emethods in the supplement).";"yes";"NULL";"Methods reference to ENIGMA in https://cdn-links.lww.com/permalink/wnl/c/wnl_2023_03_22_liew_1_sdc1.pdf";"no_statement_no_data";"In Methods reference to ENIGMA and past articles which reference past articles - all just used ENIGMA";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://enigma.ini.usc.edu/ongoing/enigma-stroke-recovery/";"NULL";"ENIGMA";"reuse_access";"NULL";"NULL";"NULL";"2022";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"A lot of secondary references but pretty sure reuse";"NULL";NA
333;NA;"Openness 2024";"10.1186/s40359-023-01209-z";"10.1186+s40359-023-01209-z.txt";TRUE;"general-purpose repository, re-use, upon request";TRUE;FALSE;"<section> availability of data and materials the current project has been pre-registered with aspredicted on 20 april 2023 (https://aspredicted.org/cw6f7.pdf id: no. 129440). a protocol for the laboratory procedures is available (https://www.protocols.io/view/tsst-cukywuxw id: 75538). after an initial embargo period pseudonymized individual patient data will be made available (https://doi.org/10.5281/zenodo.7568590). data usage will be allowed for all purposes (public use file). researchers who wish to gain access to the data before the end of the embargo period are invited to contact the corresponding author. all statistical scripts will also be made available (https://osf.io/qwz27/).";"after an initial embargo period pseudonymized individual patient data will be made available (https://doi.org/10.5281/zenodo.7568590).     all statistical scripts will also be made available (https://osf.io/qwz27/).";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"unsure";"the link (https://doi.org/10.5281/zenodo.7568590) does not resolve; I also put it in Zenodo, but did not find any entry; the authors state that the data will be available after an embargo, so maybe the data are uploaded, but if there is not landing page, the status at this point is that data cannot be found";"yes";"NULL";"https://doi.org/10.5281/zenodo.7568590";"NULL";"NULL";"embargo";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"as the authors state that there will be an embargo period, I set myself a reminder to see, whether in the future they share these data, which are personal data and thus of interest to me";"NULL";NA
607;NA;"Openness 2024";"10.1186/s13195-023-01187-9";"10.1186+s13195-023-01187-9.txt";FALSE;"upon request, re-use";TRUE;FALSE;"<section> availability of data and materials the data which support this study are not publically available but may be provided upon reasonable request.";"standard operating procedures quality assurance and assessment were provided and supervised by the dzne imaging network (inet magdeburg) as described in [12].";"NULL";"NULL";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";NA
754;NA;"Openness 2024";"10.3389/fonc.2022.1080492";"10.3389+fonc.2022.1080492.txt";FALSE;"upon request, unknown url";FALSE;FALSE;"<section> data availability statement the datasets used and analyzed can be retrieved from the trinetx network (https://trinetx.com). if no access is available the datasets can be retrieved from the corresponding author based on reasonable request.";"<section> the datasets used and analyzed can be retrieved from the trinetx network (https://trinetx.com).";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"restricted_findability";"NULL";"restricted_repo";"NULL";"https://trinetx.com/";"NULL";"NULL";"pharma_data";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"it is not strictly-speaking pharma data; the data are in a commercial database; but it is for drug development (&quot;Discover the power of TriNetX, the largest global source of real-world data, as we revolutionize drug development and medical research.&quot;)";"NULL";NA
125;NA;"Openness 2024";"10.1038/s41431-023-01296-x";"10.1038+s41431-023-01296-x.txt";TRUE;"field-specific repository";FALSE;FALSE;"<section> data availability the publicly available datasets analyzed during the current study are available in the european nucleotide archive (ena) repository (https://www.ebi.ac.uk/ena/browser/ home). the gtex derived datasets are available from the database of genotypes and phenotypes (dbgap) but restrictions apply to the availability of these data which were used under license for the current study and so are not publicly available. data are however available from dbgap under accession number phs000424.v8.p2. the patient-derived wes datasets analyzed during the current study are not publicly available for privacy reasons. the results are available on kidney.genenetwork.nl.";"<section> data availability the publicly available datasets analyzed during the current study are available in the european nucleotide archive (ena) repository (https://www.ebi.ac.uk/ena/browser/ home).;     data are however available from dbgap under accession number phs000424.v8.p2.";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ebi.ac.uk/ena/browser/home";"There is no accession number in DAS and I can not find any in the article, but they analyzed public datasets or?";"EBI European Nucleotide Archive";"reuse_access";"NULL";"NULL";"NULL";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
125;NA;"Openness 2024";"10.1038/s41431-023-01296-x";"10.1038+s41431-023-01296-x.txt";TRUE;"field-specific repository";FALSE;FALSE;"<section> data availability the publicly available datasets analyzed during the current study are available in the european nucleotide archive (ena) repository (https://www.ebi.ac.uk/ena/browser/ home). the gtex derived datasets are available from the database of genotypes and phenotypes (dbgap) but restrictions apply to the availability of these data which were used under license for the current study and so are not publicly available. data are however available from dbgap under accession number phs000424.v8.p2. the patient-derived wes datasets analyzed during the current study are not publicly available for privacy reasons. the results are available on kidney.genenetwork.nl.";"<section> data availability the publicly available datasets analyzed during the current study are available in the european nucleotide archive (ena) repository (https://www.ebi.ac.uk/ena/browser/ home).;     data are however available from dbgap under accession number phs000424.v8.p2.";"NULL";"NULL";"yes";"NULL";"NULL";"yes_statement_no_data";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://www.genomicsengland.co.uk/initiatives/100000-genomes-project";"NULL";"Genomics England 100,000";"reuse_access";"NULL";"NULL";"NULL";"NULL";"just mentioned they used it, no info";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
125;NA;"Openness 2024";"10.1038/s41431-023-01296-x";"10.1038+s41431-023-01296-x.txt";TRUE;"field-specific repository";FALSE;FALSE;"<section> data availability the publicly available datasets analyzed during the current study are available in the european nucleotide archive (ena) repository (https://www.ebi.ac.uk/ena/browser/ home). the gtex derived datasets are available from the database of genotypes and phenotypes (dbgap) but restrictions apply to the availability of these data which were used under license for the current study and so are not publicly available. data are however available from dbgap under accession number phs000424.v8.p2. the patient-derived wes datasets analyzed during the current study are not publicly available for privacy reasons. the results are available on kidney.genenetwork.nl.";"<section> data availability the publicly available datasets analyzed during the current study are available in the european nucleotide archive (ena) repository (https://www.ebi.ac.uk/ena/browser/ home).;     data are however available from dbgap under accession number phs000424.v8.p2.";"NULL";"NULL";"yes";"NULL";"NULL";"yes_statement_no_data";"NULL";"unsure";"NULL";"unsure";"NULL";"in DAS: GeNepher biobank (TCBio 22-076), but can not find the biobank?";"NULL";"NULL";"reuse_access";"NULL";"NULL";"NULL";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
557;NA;"Openness 2024";"10.1093/ejendo/lvad007";"10.1093+ejendo+lvad007.txt";FALSE;"re-use";TRUE;FALSE;"NULL";"bar plots comparing the level of expressions of hsd17b3 and akr1c3 in lcs and scs as well as the percentage of lcs and scs during human testis development extracted from publicly available single-cell experiments.";"NULL";"NULL";"yes";"NULL";"NULL";"no_statement_no_data";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4257562";"NULL";"NCBI Gene Expression Omnibus (GEO)";"yes";"NULL";"NULL";"NULL";"2020";"NULL";"no";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"this is one of multiple reused datasets, listed in supplementary table S1";"NULL";NA
589;NA;"Openness 2024";"10.1172/jci164223";"10.1172+jci164223.txt";FALSE;"re-use";TRUE;FALSE;"NULL";"the following antibodies for ihc and western blotting were used: mouse anti-caspr (75-001 neuromab 1:250); rabbit anti-caspr (ab34151 abcam 1:1000); rabbit anti-kv7.2 (ab22897 abcam 1:250); rabbit anti-kv7.2 (368103 synaptic systems 1:300 to 1:1000); guinea pig anti-kv7.2 (raised against peptide vqksrnggvypgtsgekkl coupled by a c-terminally added cysteine to a keyhole limpet hemocyanin named q2agp1 (67) (generated in-house; 1:500); rat anti–human kir4.1 (clone 20f9 generated against an extracellular domain of human kir4.1 [peptide sequence ahgdlleldppanht] 1:1000; generated in-house); rabbit anti-kir4.1 (apc-165 alomone labs 1:1000); rabbit anti-kir4.1 (apc-035 alomone labs 1:3000); mouse anti–nogo-a (clone 11c7 gift from martin schwab university of zurich zurich switzerland; 1:3000); mouse anti-mog (clone 8-18c5 millipore sigma 1:1000 [1:200 after ish]); rat antimbp (mab386 clone 12 merck 1:200); rabbit anti-iba1 (019-19741 wako 1:500); mouse anti-smi312 (clone smi312 837904 biolegend 1:1000); anti-gfap (13-0300 thermo fisher scientific 1:200); rabbit anti–?iv-spectrin (provided by maren engelhardt university of linz linz austria 1:1000) (50); chicken anti-neun (ab134014 abcam 1:1000); goat anti-brn3a (sc-31984 santa cruz biotechnology 1:200); mouse anti–neurofilament h (nf-h) nonphosphorylated (clone smi32 801701 biolegend 1:10000); and anti-apc (clone cc1 op80 milliporesigma 1:500).;     expression matrices and associated metadata were obtained from the ucsc cell browser (https://cells.ucsc.edu/?;     spikes and synaptic current properties were analyzed using custom macros written in igorpro 6.11 (wavemetrics) (https://github.com/acunalabuhd/physiology-macros/blob/main/ synaptic%20transmission_v4.3.ipf; commit id: 8f13ac5) or clampfit11 software (molecular devices).;     human snrna-seq data were obtained from the ucsc cell browser (https://cells.ucsc.edu/?;     mouse snrna-seq data were obtained from the ncbi’s gene expression omnibus (geo) database (geo gse115746).";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115746";"NULL";"NCBI Gene Expression Omnibus (GEO)";"yes";"NULL";"NULL";"NULL";"2018";"NULL";"no";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
589;NA;"Openness 2024";"10.1172/jci164223";"10.1172+jci164223.txt";FALSE;"re-use";TRUE;FALSE;"NULL";"the following antibodies for ihc and western blotting were used: mouse anti-caspr (75-001 neuromab 1:250); rabbit anti-caspr (ab34151 abcam 1:1000); rabbit anti-kv7.2 (ab22897 abcam 1:250); rabbit anti-kv7.2 (368103 synaptic systems 1:300 to 1:1000); guinea pig anti-kv7.2 (raised against peptide vqksrnggvypgtsgekkl coupled by a c-terminally added cysteine to a keyhole limpet hemocyanin named q2agp1 (67) (generated in-house; 1:500); rat anti–human kir4.1 (clone 20f9 generated against an extracellular domain of human kir4.1 [peptide sequence ahgdlleldppanht] 1:1000; generated in-house); rabbit anti-kir4.1 (apc-165 alomone labs 1:1000); rabbit anti-kir4.1 (apc-035 alomone labs 1:3000); mouse anti–nogo-a (clone 11c7 gift from martin schwab university of zurich zurich switzerland; 1:3000); mouse anti-mog (clone 8-18c5 millipore sigma 1:1000 [1:200 after ish]); rat antimbp (mab386 clone 12 merck 1:200); rabbit anti-iba1 (019-19741 wako 1:500); mouse anti-smi312 (clone smi312 837904 biolegend 1:1000); anti-gfap (13-0300 thermo fisher scientific 1:200); rabbit anti–?iv-spectrin (provided by maren engelhardt university of linz linz austria 1:1000) (50); chicken anti-neun (ab134014 abcam 1:1000); goat anti-brn3a (sc-31984 santa cruz biotechnology 1:200); mouse anti–neurofilament h (nf-h) nonphosphorylated (clone smi32 801701 biolegend 1:10000); and anti-apc (clone cc1 op80 milliporesigma 1:500).;     expression matrices and associated metadata were obtained from the ucsc cell browser (https://cells.ucsc.edu/?;     spikes and synaptic current properties were analyzed using custom macros written in igorpro 6.11 (wavemetrics) (https://github.com/acunalabuhd/physiology-macros/blob/main/ synaptic%20transmission_v4.3.ipf; commit id: 8f13ac5) or clampfit11 software (molecular devices).;     human snrna-seq data were obtained from the ucsc cell browser (https://cells.ucsc.edu/?;     mouse snrna-seq data were obtained from the ncbi’s gene expression omnibus (geo) database (geo gse115746).";"NULL";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"https://www.ncbi.nlm.nih.gov/bioproject/PRJNA726991/";"https://www.ncbi.nlm.nih.gov/sra/SRX10760387[accn]";"NULL";"NCBI Sequence Read Archive (SRA)";"yes";"NULL";"NULL";"NULL";"2022";"NULL";"no";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA
